7906	53	3682
4509	19	7818
5287	253	4851
776	250	1862
11141	200	679
1826	119	10782
4569	169	6843
7550	19	7955
9402	169	275
4022	19	9619
4908	91	10242
5033	36	7955
1239	258	10609
10503	156	1136
9530	91	5508
412	276	2682
10673	105	3603
11308	250	5871
1670	276	1670
4914	208	9032
8456	91	532
3055	212	4284
11402	272	8297
4484	62	4560
5366	276	5168
9690	276	11872
5324	169	2496
6362	112	5151
3379	158	5510
8529	24	4672
12593	169	8897
11595	19	8268
10667	276	11872
3627	208	9204
12310	201	10138
8160	253	10231
1067	48	8375
4978	65	7338
8622	169	9159
3799	250	5416
12476	11	10762
10973	69	10544
17	11	10935
3206	19	1870
8617	169	3857
11988	251	86
776	91	532
11217	11	12408
9724	15	5221
7506	111	1145
12592	56	6708
10895	11	1559
2574	112	12042
2110	248	3052
4520	161	3534
2402	250	9735
4617	250	6961
11162	65	5898
8024	100	6771
9055	250	3011
9583	112	8177
12397	188	6183
3944	65	8412
10159	218	1826
11024	65	3281
12436	111	11877
6669	200	7413
2631	193	7472
7506	91	852
4228	91	10301
642	48	11877
12683	4	5853
7350	261	3405
8602	120	9497
9404	208	7315
3705	112	12427
6735	248	5517
5397	208	3503
1739	250	9921
5048	63	3362
9083	108	5824
6838	93	7172
5509	59	264
2736	93	7931
10545	208	2463
5499	108	4227
1469	69	8672
2603	276	9207
8770	158	2535
4575	100	4185
7996	116	2185
3936	1	2007
5922	91	4676
7056	12	477
12828	200	5316
8324	261	3405
11359	191	1569
10259	265	9752
440	11	5941
11817	62	11909
6011	19	7718
4516	100	1826
6577	64	12410
10415	112	5438
12378	12	8079
86	276	11911
1317	272	5316
8818	107	4505
11872	261	4501
7299	1	1870
9835	19	1647
5420	15	5420
12012	36	708
11309	34	9476
8788	19	11877
839	250	5624
6451	218	1826
9571	48	3522
12721	250	5010
4956	250	6033
1646	276	3686
6749	208	12408
3643	252	10921
4338	258	133
11921	265	10557
12225	193	9933
6406	69	7395
2871	81	1025
10324	275	1
4820	169	3857
12699	200	7425
5892	169	10276
6933	200	8499
8465	19	2169
5801	4	2250
5680	200	12385
10202	208	12410
3246	193	8995
6526	69	7395
11009	272	12367
3219	169	2319
6604	65	7338
4080	56	9749
4884	276	4885
11377	34	5837
2722	11	1772
9306	11	1826
4360	91	5173
6318	12	9975
758	11	7268
2035	119	4063
6509	156	5595
2815	250	5699
2526	104	902
3058	4	8914
1755	19	6050
3271	265	359
6657	261	8805
8137	265	8954
7845	165	7776
9740	112	10921
1790	178	8955
942	13	376
8580	56	1304
11695	36	11694
10133	91	11511
3680	261	8366
9737	19	7955
12012	265	8954
10998	34	1550
2954	134	1826
9898	13	11701
2480	111	4556
11267	250	8022
11296	250	7137
9864	156	11501
573	250	3964
10631	265	10292
6322	48	6321
5547	4	12093
4069	61	8565
1010	276	6599
1297	19	4935
169	135	2736
1534	12	9923
537	250	2265
6650	218	1304
7942	135	7940
11394	81	10110
649	12	9809
11180	200	11592
1933	12	9796
6753	200	9690
2736	112	2738
5795	48	11877
2239	19	6740
6048	48	11877
6169	169	10879
6717	200	1136
773	19	6708
1505	276	2037
3045	276	3045
10511	169	10276
3568	91	2591
11366	200	9894
11651	275	1
12116	265	977
6542	200	7277
12705	135	7954
5699	19	7933
5740	219	12535
4451	93	11877
11952	24	10305
9115	265	10643
9076	218	5139
3361	250	12686
12001	36	6771
8679	200	5945
11234	208	9032
8260	65	12405
6291	169	275
12765	19	10723
11061	134	7955
8359	91	3916
7458	105	2534
4164	169	10881
10687	276	10685
665	19	9945
2081	169	275
2887	208	9550
6065	107	7521
6854	105	4949
4948	276	9884
4158	248	11756
8189	200	5607
4569	169	8730
9692	261	8366
7653	48	3968
9638	48	1870
10593	12	5525
5101	276	5101
3517	250	9722
6651	255	10663
11585	112	5459
9847	156	1975
5410	4	11950
3722	157	990
11144	200	28
9083	19	7172
1570	65	74
7611	62	7887
3710	250	9712
11632	169	12708
9449	276	9907
10727	119	3594
8805	93	11866
7476	272	11869
10212	91	1430
9783	48	11877
7047	11	6053
8770	158	1715
7579	191	5229
1484	200	5781
9600	250	2246
1785	169	10428
887	248	7507
11826	16	6423
113	200	5316
9417	169	3857
10283	112	1826
1210	34	1970
3431	111	4686
10002	260	12504
2682	276	3063
12523	43	1281
11981	1	3872
11811	165	1789
3157	253	8936
8153	276	3584
7532	112	6768
5184	69	10136
6775	200	3629
9012	276	961
11911	276	3686
12415	48	11877
7788	263	1569
852	276	7977
10951	250	10091
11112	34	3539
7090	4	11944
10775	100	3952
7891	12	9306
7616	19	7954
9837	119	796
4186	4	1516
4110	48	5459
590	24	11877
10237	250	1448
5812	108	5824
9119	12	8079
11075	250	7285
1315	250	9712
2648	251	7880
4372	112	4374
12028	36	12662
582	272	2248
12093	277	12439
2844	91	8770
9434	91	8429
12088	251	12292
10964	91	8933
11256	11	1694
10547	19	6708
935	156	12180
9190	201	3855
10750	111	1145
12374	55	4764
6666	93	11866
10527	91	8744
730	272	12685
12309	105	8951
6659	149	3522
8709	208	3720
2196	261	3405
9071	215	10045
11413	250	2066
12298	36	9304
160	91	4679
7946	276	2682
7509	34	3645
3719	34	6499
4336	261	2037
7943	265	7972
551	105	9225
2897	218	6740
7224	19	11877
11074	250	5069
9452	251	5101
8141	276	8142
7269	217	8532
2830	24	11877
3689	253	5287
11950	265	797
6652	203	3722
68	250	8231
3213	208	6850
8363	265	8890
12593	19	7931
4914	11	4834
8994	250	2754
2536	59	7902
7888	4	7966
7122	19	12773
6577	177	7777
8807	111	8663
8469	91	1427
7069	122	9689
12240	56	8417
5058	250	5132
6976	91	3721
12616	111	6180
10504	250	10235
12066	1	11872
1922	82	11608
4941	65	2462
5932	111	10298
7521	108	5824
8898	245	7606
7299	1	1870
12209	250	5109
12797	261	7695
9191	180	10289
10654	12	7334
74	67	3959
5083	250	9131
8018	208	11904
5295	253	4851
587	260	9966
11080	250	7072
498	56	4909
7985	96	9533
4809	139	3616
8097	48	11877
2905	111	6988
451	250	747
2390	62	10585
8936	111	2515
11261	250	1016
10226	250	6252
7430	108	4197
3188	111	10754
12434	277	8527
7294	91	532
3399	43	1258
2480	250	1689
337	91	4780
421	19	1914
12170	208	9032
2722	19	7954
7556	19	8342
5610	272	11767
9912	17	2083
12196	250	9104
5415	91	4423
7823	48	11877
5631	208	9204
5082	169	2319
9717	169	8631
2942	55	8914
9607	19	12347
9326	12	8709
5371	111	3488
6969	93	4286
3391	53	11900
10891	56	7955
11991	265	8954
5164	111	1145
9604	19	3660
12577	250	9925
11269	197	1077
4105	253	8933
3454	19	12425
6821	11	931
12211	261	2042
8260	250	11780
11407	12	8021
10815	93	364
1439	169	3857
8605	56	12194
6340	11	112
7965	69	12307
776	62	8233
5594	111	8515
2558	19	6503
8467	91	1390
7280	261	3405
8103	276	8103
501	62	10590
4112	56	9683
11239	34	5595
9435	250	9431
11996	1	6517
3632	252	11877
1463	208	1424
6563	184	9212
10747	135	7696
2529	69	1970
9350	276	12292
5317	19	3584
2843	91	4676
5128	250	2783
11541	11	3017
2793	120	4420
5326	250	74
2779	91	10352
1722	200	509
5446	19	7955
9030	193	2053
11191	65	12367
6719	265	7622
1251	112	8289
11978	1	1870
1495	11	11826
5084	19	1826
523	258	168
600	62	10585
985	76	11845
3434	219	10836
1646	48	5608
8261	250	6767
9434	65	310
6241	36	6708
2462	201	3855
7429	19	11877
4809	108	5110
3170	93	14
7479	169	12405
7598	219	6820
1532	111	9852
1631	112	3584
6503	276	6503
7040	19	11877
9239	1	8917
9482	107	4681
3296	250	5623
9561	208	6715
78	250	2115
3777	265	9214
8820	276	8820
2043	100	1870
11078	12	1196
6877	276	2483
10167	62	9408
9957	177	12251
3810	11	877
10715	245	6953
1634	248	10744
11115	91	8772
11384	250	10575
4679	59	10195
10683	200	389
11354	134	1267
5987	208	2463
8469	208	12408
12180	248	11649
8533	48	11872
6122	19	9342
774	91	3721
6956	56	9793
1414	208	9237
12473	250	2819
1922	163	7954
9168	16	3894
9124	91	1428
7874	91	2536
3093	75	73
1735	264	215
3993	250	7128
1661	48	11877
8616	91	4881
9928	184	3045
4977	91	9498
4209	11	7681
9920	56	3309
4345	157	4344
8059	208	5203
9199	169	3859
2822	253	7977
5281	36	6708
7217	19	11950
3020	11	8755
2054	12	12555
5589	208	3613
2205	218	5044
8132	48	961
1330	32	1330
3811	91	4881
8942	253	9448
7336	12	6340
11826	12	7315
9281	184	9212
2830	48	11877
2115	179	9983
6722	265	10921
5110	108	5259
4086	156	4232
11604	12	27
10941	276	4886
3188	276	3188
10631	105	9910
5126	250	2924
4304	250	11505
6449	11	6216
11355	156	11735
1079	136	5459
12600	108	12128
8183	19	3584
2913	56	7940
8411	91	8822
2162	105	3090
2679	118	5599
11236	208	9204
3785	276	8642
10943	250	675
3465	19	2669
9387	19	3240
11718	65	3281
8729	48	8735
7755	265	2462
6514	134	1870
3666	119	3592
10545	111	4556
9643	135	9971
11989	36	5554
12128	4	2465
7332	91	3722
3969	108	810
8367	113	12702
93	276	11877
7794	218	6935
2056	261	2042
10794	77	5467
5507	111	4556
5571	218	1304
367	193	8989
6956	119	6955
2906	169	9911
6769	265	7553
7953	62	7828
11012	276	2263
2604	125	7541
5081	250	5784
5650	19	11877
6144	12	6650
12089	265	8954
12205	261	8366
365	15	9075
11205	272	1362
9816	108	6416
10977	100	364
8502	208	131
2046	134	3241
12451	265	86
9381	100	6740
5788	12	7815
11637	19	7954
7646	48	11877
11261	81	7776
5703	91	1430
6234	93	7477
10686	119	3592
11925	48	7906
8502	91	3916
3813	156	7218
5891	119	796
9950	276	5021
1569	119	8806
11020	91	8747
7851	91	4676
2964	195	10877
2920	56	1826
8056	208	10652
8359	91	3720
2375	200	7876
9115	177	7458
11380	250	5745
10808	272	12580
7913	276	567
10498	250	10137
12026	1	6768
8941	65	11909
6794	19	3090
8758	276	1826
5597	91	9448
5489	108	8544
10479	156	5595
4342	19	920
9063	62	215
9054	108	1783
9269	56	3584
5041	250	5983
79	91	331
322	156	12585
4421	100	11872
5851	218	6740
5062	275	1
9314	108	8571
10093	12	4458
9998	272	7338
2906	218	6740
11100	31	7776
9245	258	5224
2894	187	6225
10775	208	12408
12451	112	86
4219	210	6232
2352	251	12427
3298	12	1694
2610	276	9207
2054	11	802
300	184	7872
12826	65	2462
9029	19	1323
2654	250	6676
5126	169	3584
11408	270	8461
3773	261	3405
554	11	4763
9082	56	6740
8365	112	6740
12166	16	2903
3356	135	1642
2868	19	963
815	19	4872
4670	116	5316
8375	119	12125
7900	98	2056
10029	276	2197
10657	200	1725
3138	200	12750
1049	250	3692
112	100	7954
11141	250	10145
11790	125	3045
774	208	5266
6804	200	8078
7390	19	3441
8591	91	8161
363	11	4581
4329	11	5465
2324	201	3867
8633	169	2496
11562	81	6190
11873	104	9627
8190	69	10584
9023	276	10306
11394	44	12693
11928	36	943
12493	4	5853
8033	34	403
6151	276	6771
7858	1	10171
7935	178	11543
4412	134	7954
10973	250	7834
8886	252	5149
3137	218	7718
1266	48	8141
1452	208	5266
4349	91	7744
11286	272	12405
6942	122	47
6517	276	4501
2816	19	9501
12601	19	2169
6000	11	3768
8807	253	4043
5622	215	882
3532	91	1132
4219	108	1130
3227	253	10732
10611	111	3304
9854	272	5376
4520	91	7257
11238	65	11909
1700	11	2814
1627	215	5446
7915	19	4546
12800	19	7954
2622	261	3405
3431	12	8513
3778	13	8889
737	276	737
11753	111	10754
5243	250	5528
3069	218	11877
10442	210	3584
8689	250	12283
2654	34	10714
8021	19	7871
10572	12	3627
2867	91	851
1610	91	3720
661	19	7172
1917	258	12645
4231	12	10468
4727	24	7172
8984	276	8984
11766	62	5386
8403	127	4475
1700	1	6708
10410	19	6156
4386	34	3792
11242	81	3584
1618	208	7691
8770	158	2665
2111	200	11596
8412	178	1540
1764	200	3125
2217	11	10597
3096	265	1790
3568	12	3185
6258	112	8268
9378	154	10736
11172	169	9911
6873	195	6859
8501	19	10699
5652	19	3035
11064	250	3531
8214	82	2799
181	62	2873
7087	111	4556
8022	218	962
1378	112	5540
7539	16	372
5454	276	4159
960	250	7365
11547	250	1353
3361	250	7206
12751	136	5139
4468	276	11911
11076	200	10742
